year,product_id,total_sales,sales_north_america,sales_europe,sales_asia,sales_south_america,sales_africa,average_price
2030,product_745230f2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_87b83055,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_a7d880c1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_ba4bb53d,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_38ad6f91,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_787e00fe,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_d38ad9f0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_9f0128be,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_39e59058,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_614f7bb2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_65287fc1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_3c5975c2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_56091b71,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_ff695055,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_4cdd83fb,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_e331b199,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_7e2bcc9c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_6b7b7421,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_37e29ca8,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_48a28497,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2030,product_f83c6a88,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_9f74363b,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_baa67657,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_3cd35d28,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_0a763bab,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_95750f15,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_1b017aa3,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_e03cc149,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_998db6f7,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_33079407,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_b693e508,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_7c43ff56,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_9455944c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_4e0cb4d1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_28d6d0ac,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_5260e736,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_04f0ef75,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_32920e47,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_7b5e70f4,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_41528ecf,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_76417887,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_da528f5e,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_76895992,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_745230f2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_87b83055,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_a7d880c1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_ba4bb53d,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_38ad6f91,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_787e00fe,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_d38ad9f0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_9f0128be,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_39e59058,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_614f7bb2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_65287fc1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_3c5975c2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_56091b71,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_ff695055,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_4cdd83fb,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_e331b199,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_7e2bcc9c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_6b7b7421,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_37e29ca8,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_48a28497,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_f83c6a88,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_7eb7604f,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_4fb4341d,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_82c2e6a6,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_3cfb98bb,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_b03f04ad,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_7b13268c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_b170c297,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_5ab77e9a,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_a45199b2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_276a9745,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_6fe6d02e,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_27a96da5,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_1b2939c5,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_7cdd734b,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_8224f82e,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_ac1572de,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2031,product_42c7f523,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_9f74363b,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_baa67657,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_3cd35d28,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_0a763bab,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_95750f15,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_1b017aa3,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_e03cc149,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_998db6f7,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_33079407,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_b693e508,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_7c43ff56,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_9455944c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_4e0cb4d1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_28d6d0ac,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_5260e736,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_04f0ef75,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_32920e47,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_7b5e70f4,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_41528ecf,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_76417887,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_da528f5e,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_76895992,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_745230f2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_87b83055,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_a7d880c1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_ba4bb53d,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_38ad6f91,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_787e00fe,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_d38ad9f0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_9f0128be,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_39e59058,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_614f7bb2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_65287fc1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_3c5975c2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_56091b71,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_ff695055,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_4cdd83fb,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_e331b199,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_7e2bcc9c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_6b7b7421,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_37e29ca8,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_48a28497,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_f83c6a88,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_7eb7604f,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_4fb4341d,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_82c2e6a6,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_3cfb98bb,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_b03f04ad,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_7b13268c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_b170c297,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_5ab77e9a,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_a45199b2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_276a9745,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_6fe6d02e,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_27a96da5,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_1b2939c5,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_7cdd734b,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_8224f82e,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_ac1572de,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_42c7f523,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_4b9d7a80,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_24a9f40a,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_9d01910f,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_d72f426a,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_dbbc945c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_1f986a57,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_ec801bf1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_d1c10ca2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_de414446,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_26f0fe2d,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_40499e97,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_403670ea,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2032,product_c43bd929,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_9f74363b,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_baa67657,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_3cd35d28,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_0a763bab,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_95750f15,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_1b017aa3,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_e03cc149,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_998db6f7,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_33079407,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_b693e508,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_7c43ff56,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_9455944c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_4e0cb4d1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_28d6d0ac,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_5260e736,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_04f0ef75,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_32920e47,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_7b5e70f4,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_41528ecf,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_76417887,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_da528f5e,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_76895992,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_745230f2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_87b83055,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_a7d880c1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_ba4bb53d,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_38ad6f91,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_787e00fe,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_d38ad9f0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_9f0128be,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_39e59058,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_614f7bb2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_65287fc1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_3c5975c2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_56091b71,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_ff695055,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_4cdd83fb,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_e331b199,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_7e2bcc9c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_6b7b7421,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_37e29ca8,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_48a28497,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_f83c6a88,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_7eb7604f,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_4fb4341d,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_82c2e6a6,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_3cfb98bb,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_b03f04ad,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_7b13268c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_b170c297,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_5ab77e9a,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_a45199b2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_276a9745,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_6fe6d02e,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_27a96da5,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_1b2939c5,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_7cdd734b,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_8224f82e,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_ac1572de,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_42c7f523,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_4b9d7a80,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_24a9f40a,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_9d01910f,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_d72f426a,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_dbbc945c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_1f986a57,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_ec801bf1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_d1c10ca2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_de414446,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_26f0fe2d,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_40499e97,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_403670ea,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_c43bd929,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_1fb5701d,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_66836572,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_94e5dc11,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_21fa5bb2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_d41f2584,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_b15b1e88,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_8c6374c8,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_4c80de22,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_1991421c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_e07a5c55,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_878592ae,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_993c527c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_aded18d8,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_4e47a83f,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_b76dec0f,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2033,product_842c398a,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_9f74363b,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_baa67657,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_3cd35d28,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_0a763bab,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_95750f15,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_1b017aa3,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_e03cc149,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_998db6f7,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_33079407,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_b693e508,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_7c43ff56,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_9455944c,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_4e0cb4d1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_28d6d0ac,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_5260e736,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_04f0ef75,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_32920e47,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_7b5e70f4,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_41528ecf,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_76417887,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_da528f5e,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_76895992,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_745230f2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_87b83055,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_a7d880c1,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_ba4bb53d,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_38ad6f91,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_787e00fe,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_d38ad9f0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_9f0128be,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_39e59058,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2034,product_614f7bb2,0.0,0.0,0.0,0.0,0.0,0.0,116.0
